,epoch,train_time,eval_time,train_loss,eval_loss,optimal_eval_loss
29,30,38.339539527893066,1.1999683380126953,4.9371924,4.960355281829834,0.35795466627947764
30,31,32.052311420440674,1.2763400077819824,4.816411,4.516857147216797,0.35795466627947764
31,32,31.077522039413452,1.4134280681610107,4.4476914,4.611482620239258,0.35795466627947764
32,33,32.59998178482056,1.0083668231964111,4.6220055,4.640011787414551,0.35795466627947764
33,34,29.799338340759277,1.2152588367462158,4.87962,4.533807754516602,0.35795466627947764
34,35,29.564977407455444,1.2328829765319824,4.973431,4.686715126037598,0.35795466627947764
35,36,28.972285747528076,1.1165051460266113,5.401115,4.650294780731201,0.35795466627947764
36,37,36.20378041267395,1.3482856750488281,3.9211466,4.576704025268555,0.35795466627947764
37,38,36.2210578918457,1.142075538635254,5.294443,4.912620544433594,0.35795466627947764
38,39,44.96292972564697,2.1432793140411377,4.7669077,4.616218566894531,0.35795466627947764
39,40,46.66519069671631,1.4487221240997314,4.7099686,4.5778584480285645,0.35795466627947764
40,41,41.42222261428833,1.1702191829681396,4.0952044,4.519392967224121,0.35795466627947764
41,42,36.13765239715576,1.0865819454193115,4.5359554,4.5319929122924805,0.35795466627947764
42,43,30.50112247467041,1.4027814865112305,4.4512005,4.4847612380981445,0.35795466627947764
43,44,31.07717204093933,0.9970898628234863,5.0087414,4.574197292327881,0.35795466627947764
44,45,29.93921184539795,0.9657528400421143,5.091759,4.495702743530273,0.35795466627947764
45,46,29.510828971862793,0.915952205657959,6.490923,4.521162509918213,0.35795466627947764
46,47,29.336718797683716,0.9566459655761719,6.4457026,4.622613430023193,0.35795466627947764
47,48,29.22766351699829,0.9566125869750977,4.678621,4.555354118347168,0.35795466627947764
48,49,29.398220539093018,0.9593918323516846,4.8584814,4.506185531616211,0.35795466627947764
49,50,29.282710552215576,0.9554433822631836,5.209279,4.806403636932373,0.35795466627947764
50,51,29.2792809009552,0.9497761726379395,4.979011,4.641228675842285,0.35795466627947764
51,52,29.307657957077026,0.9604403972625732,4.7772985,4.5761942863464355,0.35795466627947764
52,53,29.416874408721924,0.9591207504272461,5.0739737,4.757349491119385,0.35795466627947764
53,54,29.358405113220215,0.973442554473877,4.29187,4.466040134429932,0.35795466627947764
54,55,29.330888032913208,0.9612395763397217,4.50116,4.491353511810303,0.35795466627947764
55,56,29.448405265808105,0.9606285095214844,5.0327315,4.533658981323242,0.35795466627947764
56,57,29.692376375198364,0.9937868118286133,7.124719,4.590923309326172,0.35795466627947764
57,58,28.626925468444824,0.9460978507995605,4.5151787,4.450150966644287,0.35795466627947764
58,59,28.418183088302612,0.9433915615081787,5.2809753,4.485630989074707,0.35795466627947764
59,60,28.366796731948853,0.9537580013275146,4.4639053,4.422606468200684,0.35795466627947764
60,61,28.79544734954834,0.9612078666687012,4.0284944,4.425497055053711,0.35795466627947764
61,62,28.37899661064148,0.9503970146179199,4.373103,4.5717010498046875,0.35795466627947764
62,63,28.35826802253723,0.9481980800628662,5.2847853,4.4600019454956055,0.35795466627947764
63,64,28.46428370475769,0.9538030624389648,4.124529,4.693099021911621,0.35795466627947764
64,65,28.45942258834839,0.9488189220428467,4.823235,4.466196537017822,0.35795466627947764
65,66,28.406901121139526,0.9448826313018799,5.0838647,4.759812355041504,0.35795466627947764
66,67,29.430455923080444,0.9562180042266846,4.5495095,4.427576541900635,0.35795466627947764
67,68,29.392579317092896,0.9590072631835938,4.865289,4.688929557800293,0.35795466627947764
68,69,29.826715230941772,0.9140956401824951,4.7679853,4.499411582946777,0.35795466627947764
69,70,29.135591506958008,0.9574007987976074,4.1473646,4.478062629699707,0.35795466627947764
70,71,29.80224323272705,0.9826273918151855,4.2498455,4.946432590484619,0.35795466627947764
71,72,29.239121913909912,0.9599936008453369,4.102864,4.557726860046387,0.35795466627947764
72,73,29.99398922920227,0.9150044918060303,5.249813,4.482842922210693,0.35795466627947764
73,74,29.27771496772766,1.011012077331543,5.5372715,4.544631481170654,0.35795466627947764
74,75,30.04508328437805,1.102146863937378,5.1430283,4.54964017868042,0.35795466627947764
75,76,29.984448671340942,0.9814879894256592,5.0323095,4.4450297355651855,0.35795466627947764
76,77,28.868440866470337,0.9889113903045654,4.626397,4.570417404174805,0.35795466627947764
77,78,28.977540969848633,0.9904530048370361,5.4298906,4.396238803863525,0.35795466627947764
78,79,29.147995233535767,0.9806704521179199,4.7444043,4.415440559387207,0.35795466627947764
79,80,28.986440658569336,0.9706604480743408,5.5801916,4.531576633453369,0.35795466627947764
80,81,29.484957933425903,0.9897172451019287,4.865082,4.770625114440918,0.35795466627947764
81,82,29.037189483642578,0.9746603965759277,4.4083548,4.598358154296875,0.35795466627947764
82,83,29.076273918151855,0.9741487503051758,4.86127,4.5465240478515625,0.35795466627947764
83,84,29.032043933868408,0.9706652164459229,4.7138886,4.779046058654785,0.35795466627947764
84,85,29.056485652923584,1.0052828788757324,4.6189227,4.441516876220703,0.35795466627947764
85,86,29.07106351852417,0.9697482585906982,4.708207,4.572748184204102,0.35795466627947764
86,87,29.017982482910156,0.9688785076141357,5.175061,4.628410816192627,0.35795466627947764
87,88,29.027172327041626,0.9673116207122803,4.5317125,4.367176055908203,0.35795466627947764
88,89,29.056162357330322,0.9790458679199219,5.434666,4.564723014831543,0.35795466627947764
89,90,29.06588625907898,0.9747965335845947,4.267174,4.404993057250977,0.35795466627947764
90,91,29.09633231163025,0.9656336307525635,4.4602885,4.381272315979004,0.35795466627947764
91,92,29.543980598449707,0.9656617641448975,4.877579,4.452459335327148,0.35795466627947764
92,93,28.795464754104614,1.0025475025177002,4.115679,4.500142574310303,0.35795466627947764
93,94,28.5811026096344,0.9592101573944092,4.805829,4.452117919921875,0.35795466627947764
94,95,28.678890466690063,0.9591639041900635,4.610283,4.729848384857178,0.35795466627947764
95,96,28.583417415618896,0.983421802520752,4.3374996,4.329395294189453,0.35795466627947764
96,97,29.21004581451416,0.9732072353363037,4.391232,4.6558613777160645,0.35795466627947764
97,98,29.174234867095947,0.9816925525665283,4.5050106,4.359301567077637,0.35795466627947764
98,99,28.306659936904907,0.9531843662261963,3.9117699,4.456159591674805,0.35795466627947764
99,100,29.22723913192749,0.9222269058227539,3.7636213,4.3034162521362305,0.35795466627947764
